nombre;marca;categoria;sap;precio;paginaPdf;todasLasPaginas;notaPrecio
La Especial Manicero Maní con Sal plegadiza x 24 unidades;La Especial;Frutos secos;1070494;1200;329;329 335;PSP unidad
La Especial Maní con Limón y Pimienta plegadiza x 12 unidades;La Especial;Frutos secos;1040776;3000;330;330 335;PSP unidad
La Especial Maní con Limón y Pimienta plegadiza x 24 unidades;La Especial;Frutos secos;1040777;3000;330;330 335;PSP unidad
La Especial Maní con Sal 40 g x 12 unidades;La Especial;Frutos secos;1070904;;335;335;columna VALOR = precio de lista, no PSP
La Especial Maní con Sal 40 g x 24 unidades;La Especial;Frutos secos;1070903;;335;335;columna VALOR = precio de lista, no PSP
La Especial Maní con Sal doypack 180 g;La Especial;Frutos secos;1046484;;335;335;columna VALOR = precio de lista, no PSP
La Especial Maní Kraks doypack 140 g;La Especial;Frutos secos;1050215;;336;336;columna VALOR = precio de lista, no PSP
La Especial Maní Kraks Limón doypack 132 g;La Especial;Frutos secos;1054081;;336;336;columna VALOR = precio de lista, no PSP
La Especial Maní Limón y Pimienta doypack 150 g;La Especial;Frutos secos;1036367;;335;335;columna VALOR = precio de lista, no PSP
La Especial Mix Arándanos doypack 180 g;La Especial;Frutos secos;1028143;;333;333;columna VALOR = precio de lista, no PSP
La Especial Mix Arándanos plegadiza x 12 unidades;La Especial;Frutos secos;1046875;3300;330;330 333;PSP unidad
La Especial Mix Arándanos plegadiza x 24 unidades;La Especial;Frutos secos;1044449;3300;330;330 333;PSP unidad
La Especial Mix Nueces 40 g x 12 unidades;La Especial;Frutos secos;1046876;;334;334;columna VALOR = precio de lista, no PSP
La Especial Mix Nueces 40 g x 24 unidades;La Especial;Frutos secos;1046879;;334;334;columna VALOR = precio de lista, no PSP
La Especial Mix Nueces doypack 180 g;La Especial;Frutos secos;1028144;;334;334;columna VALOR = precio de lista, no PSP
La Especial Mix Pasas 35 g x 12 unidades;La Especial;Frutos secos;1071447;;333;333;columna VALOR = precio de lista, no PSP
La Especial Mix Pasas 35 g x 24 unidades;La Especial;Frutos secos;1071446;;333;333;columna VALOR = precio de lista, no PSP
La Especial Mix Pasas doypack 180 g;La Especial;Frutos secos;1046485;;333;333;columna VALOR = precio de lista, no PSP
La Especial Mix Yogurt doypack 150 g;La Especial;Frutos secos;1056823;;333;333;columna VALOR = precio de lista, no PSP
La Especial Mix Yogurt plegadiza x 12 unidades;La Especial;Frutos secos;1059085;3000;330;330 333;PSP unidad
La Especial Mix Yogurt plegadiza x 24 unidades;La Especial;Frutos secos;1056824;3000;330;330 333;PSP unidad
La Especial Snack de Película Caramelo Salado 180 g;La Especial;Frutos secos;;;332;332;código SAP recortado en la página (solo se ve ...78495)
La Especial Snack de Película Caramelo Salado plegadiza x 12 unidades;La Especial;Frutos secos;1078496;3000;331;331;PSP unidad
La Especial Snack de Película Mantequilla Pop 150 g;La Especial;Frutos secos;;;332;332;código SAP recortado en la página (solo se ve ...78848)
La Especial Snack de Película Mantequilla Pop plegadiza x 12 unidades;La Especial;Frutos secos;1078849;3000;331;331;"PSP unidad; la página imprime el código con 8 dígitos (10788849), se registró como 1078849 — verificar"
La Especial x Tajín maní con sabor a Tajín plegadiza x 24 unidades;La Especial;Frutos secos;1075211;3000;331;331;PSP unidad
Maní La Especial Águila Limón Pimienta Doypack 160 g;La Especial;Frutos secos;1089471;10500;94;94;PSP
Maní La Especial Águila Limón Pimienta Doypack 380 g;La Especial;Frutos secos;1089472;16900;93;93;PSP
Maní La Especial Águila On The Go 35 g (plegadiza x 12);La Especial;Frutos secos;1089473;3000;83;83;PSP por unidad (PSP plegadiza x12 $36.000)
Maní La Especial Águila On The Go 35 g (plegadiza x 24);La Especial;Frutos secos;1089474;3000;83;83;PSP por unidad (PSP plegadiza x24 $72.000)
CMU Lyne Clásico 120 g P6 LL7 (doypack);Lyne;Bebidas achocolatadas;1079798;91000;16;16;VENDE
CMU Lyne Endulzado 120 g P6 LL7 (doypack);Lyne;Bebidas achocolatadas;1079797;93800;15;15;VENDE
CMU Lyne Endulzado 40 g P5 LL6 (plegadiza x 6);Lyne;Bebidas achocolatadas;1092681;4500;17;17;PSP por unidad (PSP plegadiza $27.000)
Chocolate Lyne Clavos y Canela sin endulzar 120 g;Lyne;Chocolate de mesa;1064388;;233;233;precio sin etiquetar en la página
Chocolate Lyne Clavos y Canela sin endulzar 200 g;Lyne;Chocolate de mesa;1063537;;233;233;precio sin etiquetar en la página
Chocolate Lyne Clásico caja 1.664 g (160 porciones);Lyne;Chocolate de mesa;1079871;;234;234;precio sin etiquetar en la página
Chocolate Lyne Clásico endulzado 120 g;Lyne;Chocolate de mesa;1063536;;233;233 234;"precio sin etiquetar; la página repite el código 1063536 para las presentaciones de 120 g y 200 g (revisar)"
Chocolate Lyne Clásico endulzado 120 g;Lyne;Chocolate de mesa;1064379;;234;234;precio sin etiquetar en la página
Chocolate Lyne Clásico sin endulzar 120 g;Lyne;Chocolate de mesa;1064389;;235;235;precio sin etiquetar en la página
Chocolate Lyne Clásico sin endulzar 200 g;Lyne;Chocolate de mesa;1063538;;235;235;precio sin etiquetar en la página
Chocolyne Clavos y Canela 166,4 g;Lyne;Chocolate de mesa;1079912;;234;234;precio sin etiquetar en la página
Chocolyne Clásico 166,4 g;Lyne;Chocolate de mesa;1079913;;234;234;precio sin etiquetar en la página
Lyne Barra Chocolate Blanco con Avellanas 60 g (plegadiza x 10);Lyne;Chocolates;1063349;;341;341;precio sin etiquetar en la página
Lyne Barra Chocolate Blanco con Avellanas 60 g granel;Lyne;Chocolates;1064067;;341;341;precio sin etiquetar en la página
Lyne Barra Chocolate con Leche y Almendras 60 g (plegadiza x 10);Lyne;Chocolates;1063350;;341;341;precio sin etiquetar en la página
Lyne Barra Chocolate con Leche y Almendras 60 g granel;Lyne;Chocolates;1064066;;341;341;precio sin etiquetar en la página
Lyne Bombones 12 g doypack x 8 unidades;Lyne;Chocolates;1063348;;341;341;precio sin etiquetar en la página
Lyne Chocolatinas Leche 25 g plegadiza x 12 unidades;Lyne;Chocolates;1063338;45374;340;340;PSP plegadiza x 12
Lyne Chocolatinas Leche 25 g plegadiza x 6 unidades;Lyne;Chocolates;1063337;22687;340;340;PSP plegadiza x 6
Lyne Chocolatinas Leche 6 g bolsa x 18 unidades;Lyne;Chocolates;1063339;13750;340;340;PSP bolsa x 18
Café Matiz Baileys Crema Irlandesa 05 Balanceado 240 g;Matiz;Café;1064019;;269;269;precio sin etiquetar en la página
Café Matiz Escarlata 07 Intenso en grano 500 g;Matiz;Café;1035481;;270;270;precio sin etiquetar en la página
Café Matiz Escarlata 07 Intenso tostado y molido;Matiz;Café;1034653;;268;268;precio sin etiquetar en la página
Café Matiz Marfil 02 Suave tostado y molido;Matiz;Café;1034651;;268;268;precio sin etiquetar en la página
Café Matiz Premium Liofilizado 170 g;Matiz;Café;1065335;;269;269 270;precio sin etiquetar en la página
Café Matiz Premium Liofilizado 85 g;Matiz;Café;1065297;;270;270;precio sin etiquetar en la página
Café Matiz Ámbar 05 Balanceado en grano 500 g;Matiz;Café;1035480;;270;270;precio sin etiquetar en la página
Café Matiz Ámbar 05 Balanceado tostado y molido;Matiz;Café;1034652;;268;268;precio sin etiquetar en la página
Café Matiz Ébano 09 tostado y molido;Matiz;Café;1034654;;268;268;precio sin etiquetar en la página
Montblanc Baileys Chocolate Blanco con Crema Irlandesa display;Montblanc;Chocolates;1056484;;342;342;precio sin etiquetar en la página
Montblanc Baileys Nueces Selectas caja 480 g;Montblanc;Chocolates;1079604;;344;344;precio sin etiquetar en la página
Montblanc Bombones Rellenos x 3 unidades 80 g;Montblanc;Chocolates;1037211;;345;345;precio sin etiquetar en la página
Montblanc Bombones Sabores Surtidos x 12 unidades;Montblanc;Chocolates;1050315;;345;345;precio sin etiquetar en la página
Montblanc Bombones Sabores Surtidos x 18 unidades;Montblanc;Chocolates;1037153;;345;345;precio sin etiquetar en la página
Montblanc Bombones Sabores Surtidos x 7 unidades 94 g;Montblanc;Chocolates;1050314;;345;345;precio sin etiquetar en la página
Montblanc Chocolate Blanco con Almendras bolsa 180 g;Montblanc;Chocolates;1050313;;344;344;precio sin etiquetar en la página
Montblanc Chocolate Blanco con Almendras display (barras pequeñas);Montblanc;Chocolates;1052278;;342;342;precio sin etiquetar en la página
Montblanc Chocolate Blanco con Almendras display (barras);Montblanc;Chocolates;1037154;;342;342;precio sin etiquetar en la página
Montblanc Chocolate Blanco con Trozos de Fresa Liofilizada 80 g;Montblanc;Chocolates;1039804;;343;343;precio sin etiquetar en la página
Montblanc x JP. Chenet barra 60 g sabor sangría rosé;Montblanc;Chocolates;1091879;8700;90;90;PSP por unidad (PSP plegadiza x10 $87.000)
Montblanc x JP. Chenet bombones estuche sabor sangría rosé;Montblanc;Chocolates;1091880;10000;91;91;PSP
Monticello Aceite de Aguacate Extra Virgen 250 ml;Monticello;Aceites;2019814;;176;176;columna VALOR sin especificar tipo de precio
Monticello Aceite de Coco Extra Virgen 360 ml;Monticello;Aceites;2019815;;176;176;columna VALOR sin especificar tipo de precio
Monticello Aceite de Oliva con Ajo 250 ml;Monticello;Aceites;2018029;;178;178;precio sin etiquetar en la página
Monticello Aceite de Oliva Virgen Extra 1.000 ml;Monticello;Aceites;2018288;;176;176;columna VALOR sin especificar tipo de precio
Monticello Aceite de Oliva Virgen Extra 100 ml;Monticello;Aceites;2030793;;177;177;precio sin etiquetar en la página
Monticello Aceite de Oliva Virgen Extra 250 ml;Monticello;Aceites;2008862;;176;176;columna VALOR sin especificar tipo de precio
Monticello Aceitunas Negras Deshuesadas 340 g;Monticello;Conservas;2015860;;175;175;columna VALOR sin especificar tipo de precio
CMU 4 Spaghetti 250 g + 4 Fusilli 250 g Monticello;Monticello;Pastas;1082776;;55;55;
CMU 4 Unidades Spaghetti Monticello 250 g;Monticello;Pastas;1092395;;54;54;
Monticello Fettuccine n.º 6 500 g;Monticello;Pastas;1019997;;172;172;columna VALOR sin especificar tipo de precio
Monticello Fusilli n.º 35 500 g;Monticello;Pastas;1001483;;173;173;columna VALOR sin especificar tipo de precio
Monticello Lasagna 400 g;Monticello;Pastas;1060375;;171;171;columna VALOR sin especificar tipo de precio
Monticello Linguine n.º 7 500 g;Monticello;Pastas;1080264;;172;172;columna VALOR sin especificar tipo de precio
Monticello Penne Rigate Integral n.º 42 500 g;Monticello;Pastas;1080269;;173;173;columna VALOR sin especificar tipo de precio
Monticello Penne Rigate n.º 42 500 g;Monticello;Pastas;1080266;;173;173;columna VALOR sin especificar tipo de precio
Monticello Risotto Carnaroli Formaggio 210 g;Monticello;Pastas;2020140;;171;171;columna VALOR sin especificar tipo de precio
Monticello Spaghetti Integral n.º 5 500 g;Monticello;Pastas;1080263;;172;172 173;columna VALOR sin especificar tipo de precio
Monticello Spaghetti n.º 5 1.000 g;Monticello;Pastas;1080267;;172;172;columna VALOR sin especificar tipo de precio
Monticello Spaghetti n.º 5 250 g;Monticello;Pastas;1001486;;172;172;columna VALOR sin especificar tipo de precio
Monticello Vermicelli n.º 3 500 g;Monticello;Pastas;1080265;;172;172;columna VALOR sin especificar tipo de precio
Monticello Ricati n.º 122 Gluten Free 400 g;Monticello;Pastas sin gluten;1037302;;171;171;columna VALOR sin especificar tipo de precio
Monticello Pesto alla Genovese 190 g;Monticello;Salsas;2006354;;174;174;columna VALOR sin especificar tipo de precio
Monticello Salsa Alfredo 410 g;Monticello;Salsas;2016782;;175;175;columna VALOR sin especificar tipo de precio
Monticello Salsa Bolognese 420 g;Monticello;Salsas;2010300;;175;175;columna VALOR sin especificar tipo de precio
Monticello Salsa Napoletana 400 g;Monticello;Salsas;2006353;;174;174;columna VALOR sin especificar tipo de precio
Monticello Aceto Balsámico di Modena I.G.P. 250 ml;Monticello;Vinagres;2012326;;175;175;columna VALOR sin especificar tipo de precio
Fibra Vegetal Naturela con sábila y spirulina bolsa x 120 g;Naturela;Bienestar;1065340;;76;76;
Cúrcuma en Polvo 100% Naturela 60 g;Naturela;Especias;1048822;;78;78;
SpiruTé Naturela surtido 3 sabores x 20 unidades;Naturela;Tés y aromáticas;1077744;;77;77;
SpiruTé Purificante Naturela 14 unidades x 21 g;Naturela;Tés y aromáticas;1070410;;79;79;
Noel Galletas Finas Chocolate 120 g;Noel;Galletas;1031562;;314;314;columna Precio = precio de lista, no PSP
Noel Galletas Finas Cobertura Blanca 125 g;Noel;Galletas;1042882;;315;315;columna Precio = precio de lista, no PSP
Noel Galletas Finas Cobertura Oscura 125 g;Noel;Galletas;1042883;;315;315;columna Precio = precio de lista, no PSP
Noel Galletas Finas Crema de Chocolate 165 g;Noel;Galletas;2011542;;316;316;columna Precio = precio de lista, no PSP
Noel Galletas Finas Crema de Yogur 165 g;Noel;Galletas;2011543;;316;316;columna Precio = precio de lista, no PSP
Noel Galletas Finas Mantequilla 300 g;Noel;Galletas;1031564;;315;315;columna Precio = precio de lista, no PSP
Noel Galletas Finas Rellenas de Chocolate 160 g;Noel;Galletas;2010180;;316;316;columna Precio = precio de lista, no PSP
Noel Galletas Finas Vainilla 170 g;Noel;Galletas;1031563;;314;314;columna Precio = precio de lista, no PSP
Noel Sultana 12 paquetes x 4 galletas 440 g;Noel;Galletas;1001528;;309;309;columna Precio = precio de lista, no PSP
Noel Sultana taco 220 g;Noel;Galletas;1001585;;309;309;columna Precio = precio de lista, no PSP
Noel Tipo Leche 21 unidades 321 g;Noel;Galletas;1002712;;309;309;columna Precio = precio de lista, no PSP
Noel Wafer Baileys bolsa x 6 porciones 144 g;Noel;Galletas;1083504;10500;114;114 308;"VENDE segmentos GC/AU (mayoristas $8.900; el segmento CET aparece con $1.800). La bolsa trae 6 porciones individuales"
Noel Wafer Combi Limón + Vainilla bolsa 12x2;Noel;Galletas;1080129;7990;115;115 308;PVP (porción individual $700)
Noel Wafers Chocolate Doble Crema 12 x 2;Noel;Galletas;1080295;;307;307;columna Precio = precio de lista, no PSP
Noel Wafers Coco Doble Crema bolsa 12x2 264 g;Noel;Galletas;1075718;8400;118;118 307;"VENDE canal tradicional (autoservicios $7.990; porción individual $700)"
Noel Wafers Fresa Doble Crema 12 x 2;Noel;Galletas;1080296;;307;307;columna Precio = precio de lista, no PSP
Noel Wafers Vainilla 18 paquetes 396 g;Noel;Galletas;1001588;;307;307;columna Precio = precio de lista, no PSP
